0NA0000002	세력 갑옷
0NA0008657	사마귀 알
0NA0008658	사모
0NA0008662	루페
0NA0008663	절단된 다리
0NA0008664	절단된 장기
0NA0008665	절단된 몸통
0NA0008667	통신 장교 카스틸로
0NA0008674	나무 껍질
0NA0008676	거만한 황무지 생존의 신
0NA0008677	익살맞은 황무지 생존의 신
0NA0008678	강인한 황무지 생존의 신
0NA0008679	영리한 황무지 생존의 신
0NA0008680	황무지 생존의 신
0NA0008681	거만한 황무지 생존 전문가
0NA0008682	익살맞은 황무지 생존 전문가
0NA0008683	강인한 황무지 생존 전문가
0NA0008684	영리한 황무지 생존 전문가
0NA0008685	황무지 생존 전문가
0NA0008686	거만한 황무지 생존 초보자
0NA0008687	익살맞은 황무지 생존 초보자
0NA0008688	강인한 황무지 생존 초보자
0NA0008689	영리한 황무지 생존 초보자
0NA0008690	황무지 생존 초보자
0NA0008691	방사능 사지 회복
0NA0008692	신체 회복 - 머리
0NA0008693	신체 회복 - 흉부
0NA0008694	신체 회복 - 왼팔
0NA0008695	신체 회복 - 오른팔
0NA0008696	신체 회복 - 왼쪽 다리
0NA0008697	신체 회복 - 오른쪽 다리
0NA0008700	날아가는 바나나는 말을 할 수 없어.
0NA0008705	서기의 노트
0NA0008706	딘 듀이
0NA0008708	(★) 부기맨의 두건
0NA0008709	안젤라와 디에고
0NA0008712	C. J. 영이 사라졌다
0NA0008715	모든 무기
0NA0008716	완전한 묵살
0NA0008717	길버트 이병
0NA0008718	베니의 스위트룸 열쇠
0NA0008755	엉클 레오
0NA0008757	블랙리스트
0NA0008759	장난감 상자
0NA0008760	동굴 문 제어 단말기
0NA0008761	식품 첨가제
0NA0008770	볼트 3 점프슈트
0NA0008772	개쉬본
0NA0008773	본그내쉬
0NA0008774	도니
0NA0008776	마리
0NA0008777	센 린
0NA0008778	그곳에 풀이 있다
0NA0008779	제조설명서 - 사마귀 낫
0NA0008785	살인 청부 계약서
0NA0008787	NCR 보급품 데이터베이스
0NA0008789	레이디 제인
0NA0008790	산티아고
0NA0008791	그렉스
0NA0008794	볼트 21
0NA0008805	(★) 킴볼 대통령의 정장
0NA0008806	아론 킴볼 대통령
0NA0008811	인터콤 사용중.
0NA0008813	제레미 왓슨 일병
0NA0008814	마이크 로슨
0NA0008815	병참 장교 바든
0NA0008816	리 올리버 장군
0NA0008818	볼트 19 점프슈트
0NA0008819	볼트 24 점프슈트
0NA0008822	레인저 마일로
0NA0008823	알렉서스
0NA0008824	레놀즈 이병
0NA0008842	기증품 상자
0NA0008865	바이슨 스티브 관리실 열쇠
0NA0008866	저장고
0NA0008867	리버티 프라임 피보라
0NA0008868	리버티 프라임 더미
0NA0008886	제이미의 개인 일지: 기록 01
0NA0008887	제이미의 개인 일지: 기록 02
0NA0008888	제이미의 개인 일지: 기록 03
0NA0008889	제이미의 개인 일지: 기록 04
0NA0008890	제이미의 개인 일지: 기록 05
0NA0008891	제이미의 개인 일지: 기록 06
0NA0008892	제이미의 개인 일지: 기록 07
0NA0008893	제이미의 개인 일지: 기록 08
0NA0008894	제이미의 개인 일지: 기록 09
0NA0008895	던위치 빌딩에서 발견한 피묻은 초안
0NA0008903	수류탄 상자
0NA0008908	트렌트 배스컴
0NA0008918	물
0NA0008920	정원
0NA0008922	로마노프스키 중위
0NA0008925	폐품업자
0NA0008926	눈가림
0NA0008927	(★) 디스 머신
0NA0008935	앨런의 거주지
0NA0008937	맥캐런 무기 요구서
0NA0008938	볼트3 정문 열쇠
0NA0008942	미구엘의 전당포
0NA0008945	서쪽 펌프장
0NA0008948	누카-콜라 경비
0NA0008950	동쪽 단말기 경고
0NA0008951	플라즈마 캐스터
0NA0008952	플라즈마 캐논
0NA0008954	소각기
0NA0008955	경기관총
0NA0008958	켄다스 켈러의 일기
0NA0008959	충전식 권총
0NA0008960	플라즈마 디펜더
0NA0008961	레이저 RCW
0NA0008963	보르
0NA0008964	망가진 센트리봇
0NA0008966	클라마스 밥의 주류 판매점
0NA0008967	리콘 아머
0NA0008977	우리가 아는 건 너무나 적지
0NA0008978	잘가요 내 사랑
0NA0008982	킹스 복장
0NA0008983	버즈 컷
0NA0008986	모터-러너 현상금
0NA0008988	미루나무 만 본부
0NA0008989	미루나무 만 식당
0NA0008990	미루나무 만 오두막
0NA0008993	황무지인의 기록
0NA0008994	웨더스 부인
0NA0008995	바지선
0NA0009004	윌리엄 브랜디스의 개인 보관함
0NA0009008	린덴의 파워 아머
0NA0009011	검 진열장
0NA0009073	위대한 칸 전사
0NA0009084	스캐빈져와 로봇 동료
0NA0009085	(★) 디너 벨
0NA0009094	피츠
0NA0009096	대통령 버티버드
0NA0009097	킴볼 대통령의 연설
0NA0009098	마을 회관 1층
0NA0009099	대리인 윌드
0NA0009100	방사능에 오염된 숨겨진 보급품
0NA0009101	위대한 칸의 숨겨진 보급품
0NA0009102	위대한 칸의 보급품 은닉소 열쇠
0NA0009103	유탄 기관총
0NA0009104	(★) 펄스 건
0NA0009106	깁슨 고철 하치장
0NA0009107	클라크 필드
0NA0009108	퍽 추가
0NA0009109	후버 댐 방문자 센터
0NA0009110	통신 장교 틸든
0NA0009114	라스 베가스 가로수길 역
0NA0009115	다이노 바이트 가게 열쇠
0NA0009132	[음식] 스위트롤
0NA0009150	면도칼
0NA0009155	보울더 시티 위대한 칸
0NA0009160	사냥용 산탄총 - 연장 총열
0NA0009161	사냥용 산탄총 - 초크
0NA0009162	앤더슨
0NA0009164	고모라 최상층
0NA0009165	(★) 파티 모자
0NA0009166	때 묻은 전쟁 전 샐러리맨 복장
0NA0009170	[약물] 메드-X
0NA0009172	44 매그넘 탄
0NA0009173	그녀를 위한 한 발
0NA0009183	꿈의 파괴자
0NA0009187	버스 벤치
0NA0009188	[약물] 개미 즙
0NA0009189	적재량 증가
0NA0009190	개미 혼합 더미
0NA0009191	개미 눈알
0NA0009192	닐의 오두막
0NA0009203	페이서의 열쇠
0NA0009204	위대한 칸 은신처
0NA0009205	RHO 적응 교육 캠프
0NA0009206	엔클레이브 야전 보고서 단말기: RHO 캠프
0NA0009209	저먼타운 경찰 본부
0NA0009214	올드 올니
0NA0009216	다리그늘 마을
0NA0009218	캔터베리 커먼
0NA0009221	손상된 듀라프레임 아이봇
0NA0009223	재고 목록 : 무기
0NA0009224	임시 조사 자료
0NA0009225	투표함
0NA0009226	로지의 표
0NA0009227	밥의 표
0NA0009239	액션 걸
0NA0009240	액션 보이
0NA0009241	마을 회관 집회실
0NA0009250	다이노 바이트 기념품점
0NA0009256	칼날 건틀렛
0NA0009262	블레이크
0NA0009263	켈러
0NA0009266	캠프 맥캐런 중앙 홀
0NA0009267	북쪽 저수조
0NA0009272	시저의 왕좌
0NA0009274	9mm 기관단총 - 확장 탄창
0NA0009275	옥좌
0NA0009276	조니
0NA0009278	렙콘 "O" 의자
0NA0009280	남쪽 저수조
0NA0009281	노예의 짐
0NA0009295	탐광자의 굴
0NA0009297	안젤로의 전당포
0NA0009298	휘태커 농장
0NA0009299	사냥꾼의 농장
0NA0009301	(★) 크램 오프너
0NA0009304	EMP LAER 빔
0NA0009306	오리스의 패거리
0NA0009320	블랙잭 딜러
0NA0009407	[재료] 금속 부품
0NA0009411	[음식] 파삭파삭한 다람쥐 구이
0NA0009412	[음식] 다람쥐 꼬치
0NA0009413	[음식] 다람쥐 스튜
0NA0009418	도박사의 방 열쇠
0NA0009421	노획물
0NA0009422	마클랜드 중위
0NA0009423	케쥬얼 의복
0NA0009424	헬멧
0NA0009425	상인의 의복
0NA0009426	상인의 복장
0NA0009427	전투 강화 의복
0NA0009428	장교의 유니폼
0NA0009429	살인자 가면
0NA0009430	어텀 대령의 유니폼
0NA0009431	율로지의 모자
0NA0009432	율로지의 의복
0NA0009433	[식재료] 거대 쥐 고기
0NA0009434	닙튼 거리 잡화점
0NA0009435	때가 되면 알게 될 거야
0NA0009436	애리조나 킬러
0NA0009439	닙튼 휴게소
0NA0009442	사지 회복
0NA0009443	블랙잭
0NA0009444	룰렛
0NA0009445	슬롯
0NA0009447	마을 회관 스틴의 사무실
0NA0009448	하우스는 언제나 승리한다: 락다운
0NA0009449	동위원소-239 점화제
0NA0009455	개인 보관함
0NA0009457	성냥갑
0NA0009472	쿠션
0NA0009473	초승달 계곡 서쪽
0NA0009474	초승달 계곡 동쪽
0NA0009478	[식재료] 방사능 바퀴 고기
0NA0009479	오염된 방사능 바퀴
0NA0009481	사지 불구
0NA0009482	볼트 경비실장
0NA0009483	후버 댐 비상층
0NA0009487	수리 기술 증가
0NA0009488	흥정 기술 증가
0NA0009489	대형 화기 기술 증가
0NA0009490	에너지 무기 기술 증가
0NA0009491	폭발물 기술 증가
0NA0009492	자물쇠 따기 기술 증가
0NA0009493	의학 기술 증가
0NA0009494	근접 무기 기술 증가
0NA0009495	과학 기술 증가
0NA0009496	화기 기술 증가
0NA0009497	은신 기술 증가
0NA0009498	화술 기술 증가
0NA0009499	격투 기술 증가
0NA0009500	액션 포인트 증가
0NA0009501	체력 증가
0NA0009502	독 저항 증가
0NA0009503	이동 속도 증가
0NA0009504	격투 피해 증가
0NA0009505	강인함
0NA0009506	방사능 저항
0NA0009507	생명력 부여 (1)
0NA0009508	생명력 부여 (2)
0NA0009509	생명력 부여 (3)
0NA0009510	사이보그
0NA0009512	광합성
0NA0009513	꼬마 야구선수 (1)
0NA0009514	철권 (1)
0NA0009515	철권 (2)
0NA0009516	철권 (3)
0NA0009518	징발자
0NA0009519	폭파 전문가
0NA0009520	지금 바로
0NA0009521	잠귀신
0NA0009522	생명력 부여
0NA0009523	방화범
0NA0009524	은밀한 질주
0NA0009525	저격수
0NA0009526	동물들은 내친구
0NA0009527	가벼운 발걸음
0NA0009529	향상된 치명타
0NA0009530	의문의 사나이
0NA0009531	확장!
0NA0009532	로봇 전문가
0NA0009533	컴퓨터 천재
0NA0009535	닌자
0NA0009536	우수한 학생
0NA0009537	배운 사람
0NA0009538	곤충학자
0NA0009539	홀드아웃 물건
0NA0009540	튼튼한 등짝
0NA0009542	이해력
0NA0009543	행운을 부르는 손
0NA0009544	탐험가
0NA0009552	스위트룸 입장 불가
0NA0009566	용접기
0NA0009567	삽
0NA0009568	부싯돌
0NA0009572	사마귀 건틀렛
0NA0009574	기술 연합 사무소
0NA0009575	터프 가이
0NA0009576	스텔스 필드 전투중지
0NA0009589	볼트 경비원
0NA0009591	오버시어
0NA0009593	날 돌봐줄 사람
0NA0009603	다니엘 콘트레라스의 은닉품
0NA0009606	마이클 안젤로
0NA0009607	고전적인 영감
0NA0009610	나침반
0NA0009611	퀘스트
0NA0009612	단축키
0NA0009613	범죄
0NA0009614	용어
0NA0009615	약물 중독
0NA0009616	사지 회복
0NA0009618	방사능
0NA0009619	라디오 신호
0NA0009626	데니스 크로커 대사
0NA0009627	마리 파파스 대위
0NA0009628	제이크 어윈 이병
0NA0009636	볼트 점프슈트
0NA0009637	이 빌어먹을 강화복을 태워 버려
0NA0009643	리틀 버스터
0NA0009644	더 말해야 되나?
0NA0009645	돈 호스테틀러
0NA0009646	크림슨 캐러밴 청구서
0NA0009647	포자의 침
0NA0009648	안젤라 윌리엄스
0NA0009652	연구 노트 - 레이저 소총
0NA0009662	닙튼 잡화점
0NA0009664	레인저 페이슨 보고서
0NA0009665	레인저 라인홈 보고서
0NA0009671	레인저 기지 햄 라디오
0NA0009682	레인저 쿠들로우 보고서
0NA0009683	밀대
0NA0009687	12.7mm 권총 총알
0NA0009688	뉴 베가스 스트립
0NA0009689	떠돌이
0NA0009695	브루스
0NA0009721	돌연변이 약탈자 개미
0NA0009727	럭키 38 펜트하우스
0NA0009733	모하비 시민
0NA0009734	멤피스 꼬마의 외출복
0NA0009735	크림슨 캐러밴 대금
0NA0009736	연구 노트 - 플라즈마 소총
0NA0009737	연구 노트 - 미니건
0NA0009738	연구 노트 - 펄스 수류탄
0NA0009739	연구 노트 - 엔클레이브 아머
0NA0009740	연구 노트 - 미사일 발사기
0NA0009747	부운
0NA0009759	래드 팩
0NA0009786	킴볼 대통령의 일정표
0NA0009788	포트 게이트
0NA0009795	건 러너
0NA0009808	방사능 아우라
0NA0009813	방사능 아우라
0NA0009815	아니, 별로
0NA0009816	모든 산을 오르며
0NA0009817	황금 겍코 방사능
0NA0009818	(★) 댓 건
0NA0009821	유레카!
0NA0009823	후버댐 총기류 조종 콘솔
0NA0009826	넬리스 군수품
0NA0009827	식당 보급품
0NA0009828	아가일 의료 보급품
0NA0009831	굿스프링스 동굴
0NA0009832	[음료] 보드카
0NA0009833	[음료] 위스키
0NA0009840	볼트 34 보안 단말기 암호
0NA0009841	볼트 34 설비실 단말기 암호
0NA0009842	손상된 데나레우스
0NA0009845	잔존병 파워 아머
0NA0009846	잔존병 파워 아머 헬멧
0NA0009847	(★) 개넌 가문의 테슬라 아머
0NA0009848	(★) 개넌 가문의 테슬라 헬멧
0NA0009849	NCR 재활용 파워 아머
0NA0009850	재활용 파워 아머 헬멧
0NA0009851	NCR 파워 아머
0NA0009852	소몰이 막대
0NA0009854	외로운 늑대 라디오
0NA0009856	후버 댐 하층부
0NA0009857	악마의 협곡
0NA0009858	올리버의 사무실
0NA0009859	(★) 링컨의 모자
0NA0009861	황무지 복장
0NA0009863	용병 복장
0NA0009865	신병 갑옷
0NA0009873	음식 은닉처
0NA0009878	에어로테크 주차장
0NA0009880	대형 화기 숙련 감소
0NA0009881	화기 숙련 감소
0NA0009882	매력 감소
0NA0009883	에너지 무기 숙련 감소
0NA0009886	근접 무기 숙련 감소
0NA0009887	격투 숙련 감소
0NA0009888	지능 감소
0NA0009889	인지력 감소
0NA0009890	민첩성 감소
0NA0009891	힘 감소
0NA0009892	지구력 감소
0NA0009893	행운 감소
0NA0009894	치명적인 방사능 중독
0NA0009895	가벼운 방사능 중독
0NA0009896	심한 방사능 중독
0NA0009897	치명적인 방사능 중독
0NA0009898	네바다 고속도로 정찰소
0NA0009899	샛별 동굴
0NA0009900	전갈 굴
0NA0009902	여왕 방사능 전갈
0NA0009903	동굴 어미
0NA0009905	랄프의 상인 컨테이너
0NA0009907	오메르타가 믹에게서 구매를 멈춤
0NA0009912	통신 장교 그린
0NA0009913	통신 장교 스테피낙
0NA0009915	잠자는 남자
0NA0009917	악마의 모가지
0NA0009918	아이밴파 경주 트랙
0NA0009921	메스키트 구덩이
0NA0009929	카사 마드리드 아파트
0NA0009930	파우더 갱어 북쪽 캠프
0NA0009931	몬테 카를로 호텔
0NA0009932	파우더 갱어 남쪽 캠프
0NA0009933	파우더 갱어 동쪽 캠프
0NA0009934	파우더 갱어 서쪽 캠프
0NA0009935	접이식 의자
0NA0009936	멘타츠 중독
0NA0009937	싸이코 중독
0NA0009938	버프아웃 중독
0NA0009939	제트 중독
0NA0009940	[약물] 여왕개미 페로몬
0NA0009941	NCR 소작농장
0NA0009943	방호복
0NA0009944	향상된 방호복
0NA0009945	스웽크
0NA0009946	새디스트 레이더 갑옷
0NA0009947	레이더 갑옷
0NA0009948	폭파 전문가 레이더 갑옷
0NA0009950	메탈 헬멧
0NA0009951	링-딩-동!
0NA0009958	탄약 제조대
0NA0009965	화장실문
0NA0009971	프라사이드 집 열쇠
0NA0009972	반 그라프 열쇠
0NA0009993	킹스 빠순이
0NA0009995	패리스
0NA0009996	웨인
0NA0009997	로이
0NA0009998	미루나무 만 구덩이
0NA0010051	십자가에 매달린 군인
0NA0010052	메스키트 산 야영장
0NA0010053	후버 댐 체크포인트
0NA0010055	브래들리의 오두막
0NA0010057	(★) 모터-러너의 헬멧
0NA0010060	닙튼 정차소
0NA0010061	오리온 모레노
0NA0010062	주다 크레거
0NA0010063	헨리 박사
0NA0010064	데이지 휘트먼
0NA0010066	쏜
0NA0010068	컴퓨터
0NA0010069	렙콘 직원 작업복
0NA0010072	로봇
0NA0010073	머피
0NA0010074	체력 피해
0NA0010075	끔찍한 방사능 중독.
0NA0010076	하키 마스크
0NA0010077	[식재료] 불량 식품
0NA0010079	CPU 옵션 1HX-53BB
0NA0010082	잭 래빗 수원지
0NA0010084	무단 거주자 빌
0NA0010089	시큐리트론 업그레이드
0NA0010094	켐프 박사
0NA0010098	경비 병영
0NA0010099	NCR 헌병대 본부
0NA0010100	NCR 대사관
0NA0010101	캐러밴 병영
0NA0010102	오르테가 이병
0NA0010105	미루나무 만 화장실
0NA0010106	미루나무 만 저장고
0NA0010110	[뇌관 상자] 산탄용
0NA0010112	[빈 산탄 박스] 12 게이지
0NA0010114	[빈 산탄 박스] 20 게이지
0NA0010116	복구된 단말기
0NA0010117	볼트 22 동굴 문 키카드
0NA0010118	라디오 신호 오스카 줄루
0NA0010128	모
0NA0010132	볼트-텍 포탑
0NA0010133	비터 스프링스 휴양소
0NA0010134	비터 스프링스 휴양지
0NA0010135	뉴 베가스 집
0NA0010139	건 러너 무기 장인
0NA0010150	동쪽 전력 스위치
0NA0010158	잔존병 테슬라 아머
0NA0010161	서쪽 발전소 제어박스
0NA0010167	볼트 기술자
0NA0010172	(★) 제섭의 반다나
0NA0010180	후버 댐 취수탑 01
0NA0010184	캐스
0NA0010185	[재료] 핵분열 건전지
0NA0010186	제조설명서 - 다트 건
0NA0010187	제조설명서 - 데스클로 건틀렛
0NA0010188	제조설명서 - 누카 폭탄
0NA0010189	제조설명서 - 개못 소총
0NA0010190	제조설명서 - 락-잇-런처
0NA0010191	제조설명서 - 시쉬케밥
0NA0010192	제조설명서 - 병뚜껑 지뢰
0NA0010195	잔존병 테슬라 아머 헬멧
0NA0010196	볼트 74 탐험
0NA0010198	안대
0NA0010199	두건
0NA0010207	보울더 시티 빅터
0NA0010208	의회 예정표
0NA0010209	구매 목록
0NA0010210	대실 목록
0NA0010211	문 분기점 박스
0NA0010213	배선함
0NA0010215	캠프 맥캐런 터미널 건물
0NA0010224	신도 주인도 없다
0NA0010225	모 아니면 도
0NA0010229	재생 보급기
0NA0010245	브라더후드 오브 스틸
0NA0010247	마체테 글라디우스
0NA0010250	피칭 머신
0NA0010254	크림슨 캐러밴 상인
0NA0010261	(★) 쓰리독의 두건
0NA0010273	(★) 레덕스의 하키 마스크
0NA0010274	NCR 교도소 방문자 센터 열쇠
0NA0010277	시저의 군단 - 포트
0NA0010280	비자연스럽게 큰 설치류
0NA0010281	모험가의 가방
0NA0010282	시한 폭탄
0NA0010283	군단 기습작전 노트
0NA0010286	군단 라디오
0NA0010292	퀵 픽스 보관함
0NA0010293	렙콘 천문관 열쇠
0NA0010294	진료소 의료 기구
0NA0010298	상인 컨테이너
0NA0010301	살룬 냉장고
0NA0010305	시타델 연구실 병기함
0NA0010309	뷰몽드 카페 냉장고
0NA0010311	핵실험 오두막
0NA0010314	버티버드 조종사
0NA0010315	트래쉬
0NA0010317	영양실조 브라민
0NA0010318	영양실조 빅호너 송아지
0NA0010320	영양실조 빅호너
0NA0010321	영양실조 브라민 송아지
0NA0010323	찢어진 일기 2장
0NA0010324	찢어진 일기 3장
0NA0010326	찢어진 일기 4장
0NA0010327	찢어진 일기 1장
0NA0010329	양조업자의 맥주밀매장
0NA0010330	레드의 진료소 보급함
0NA0010338	쉐이크와 로봇을 만들고 소유하기 위하여
0NA0010342	올리버 장군의 모자
0NA0010346	눈에는 눈
0NA0010347	매니 바르가스
0NA0010350	세룰리안 로보틱스 단말기 접근 카드
0NA0010351	단말기 승인 카드
0NA0010354	[책] 딘의 전기공학
0NA0010355	[책] 총기와 탄약
0NA0010356	[책] 삽화로 보는 권투
