0NO0000001	이름 : 페이서 
0NO0000569	[CRLF]그러나 저는 최근에 그것이 진정한 이유가 아니라는 걸 깨달았습니다. 진정한 이유는 기록된 문서 어딘가에 해답이 존재할지도, 아니면 완전해진 역사적 기록 안에서 해답을 찾을 수 있지 않을까 하는 바람이었습니다. 우리는 수긍이 가는 대답을 얻고 싶습니다. 왜 매년 우리가 한 사람을 희생하지 않으면 볼트의 메인프레임이 우리를 죽이려 하는 것인지, 또 그 때문에 수십 년간 부정부패가 판치는 데도 어째서 이러한 선거를 계속해야 하는지 말이죠. 선거가 단지 악수하고 갓난아이에게 키스하는 정도로만 끝나던 아름다운 시대가 존재했었습니다. 그러나 지금은 구역을 나누고, 뇌물이 횡행하며, 마약, 부정 거래, 밀수, 그 외에 온갖 타락이 만연합니다. 우리는 그 이유를 알고 싶은 겁니다.
0NO0000570	[CRLF]제가 기록보관소를 훑어 본 결과, 거기에서는 해답을 찾을 수 없었습니다. 단지 자신이 희생될 줄 뻔히 알면서도 이곳에 들어온 첫번째 오버시어를 찾을 수 있었습니다. 그러나 그 역시 해답을 얻지는 못했습니다. 만약 그랬다면, 분명 그는 그 해답이 드러났을 때 사람들이 성낼 거라 예상한 거겠지요. 분명 그는 사람들이 민주적으로 희생자를 선택할 거라 생각했을 겁니다. 끔찍한 행위를 저질러 놓고도 죄책감을 피할 수 있는, 우리에게 익숙한 방법이었죠. 그가 최고 득표자가 되고, 선출과 동시에 결원이 일어나는 오버시어와 순교자의 두 자리가 여기 볼트 11에서 영원히 융합하도록 할 수 있었습니다. 하지만 그는 그러지 않았죠. 그는 우리보다 더 많은 걸 알지 못했습니다. 기록에 의하면 희생자의 방의 암호가 그의 아내의 이름인 베티였고, 그가 희생할 수 있도록 문의 봉인이 해제되자, 그는 아이처럼 울면서 방으로 걸어 들어갔다고 합니다.
0NO0000571	[CRLF]전 '해답은 처음부터 없었던 것이 아닐까'라고 생각합니다. 우리는 그밖에 다른 선택지가 없다는 이유로 이 일을 계속해 온 것입니다. 그럼에도 불구하고 저는 우리가 다른 선택지를 찾아낼 수 있을 거라는 희망을 아직 간직하고 있습니다. 여러분도 제가 심사숙고했던 사실을 숙고해 보시길 강하게 촉구합니다. 우리가 문명인으로서, 우리의 존엄성을 지키며 살았던 것은 그렇게 먼 옛날의 일이 아닙니다. 또한 그 시절은 그렇게 수치스러워 해야 할 시대도 아니었음을 기억해 주십시오. 감사합니다.
0NO0000572	오버시어의 선거일에 행해질 예정이었던 연설문에 따르면, 단말기의 암호는 "베티"다.
0NO0000573	이 시간 부로, 지금까지의 오버시어 선출 과정은 폐기한다. 매년 선거를 하는 대신, 완벽히 공정한 우리 중앙 컴퓨터의 난수 생성기를 통해 매달 한 명의 시민을 뽑아 오버시어로 선출할 것이다. [CRLF]
0NO0000574	캐서린 스톤
0NO0000576	볼트 변호사 제라드 마일스에 의한 피고 캐서린 스톤의 진술서에서 발췌.
0NO0000577	[CRLF]Q. 좋아요. 이어서 하죠, 케이트 씨.
0NO0000578	A. 캐서린이에요.
0NO0000579	Q. 죄송합니다. 캐서린 씨. 자꾸 잊어버리네요.
0NO0000580	A. 제 남편만 저를 케이트라 불러요.
0NO0000581	Q. 저번 발언에서 당신은 정의 연대의 로이 고틀립과 어떤 합의를 했었다고 주장하셨는데요.
0NO0000582	A. 주장이 아니에요. 진실입니다. 이미 말했을 텐데요.
0NO0000583	Q. 그건 그냥 당신의 주장에 불과합니다, 스톤 양.
0NO0000584	A. [한숨] 로이는 제 남편의 이름이 그들의 회의에서 거론되었다고 했습니다.
0NO0000585	Q. 후보자 추천 회의 말인가요?
0NO0000586	A. 네. 그들은 제 남편을 추천할 생각이라 했습니다. 로이는 이유를 말해주지 않았지만, 저는 압니다. 제 남편은 정기적으로 그들과 포커 게임을 했고, 최근 계속 이기고 있으니 눈엣가시였겠죠.
0NO0000587	Q. 당신은 고틀립 씨가 무슨 제안을 했다고 하셨는데, 무슨 제안인가요?
0NO0000588	A. 로이는 자기가 남편이 추천되는 걸 막을 수 있다고 했습니다. 단지 제가...
0NO0000589	Q. 뭐죠? 캐서린?
0NO0000590	A. 단지 제가...
0NO0000591	Q. 당신이 성상납을 한다면 말이죠.
0NO0000592	A. 네.
0NO0000593	Q. 고틀립씨에게만요?
0NO0000594	A. 아뇨. 정의 연대의 간부 전부에게요. 로이의 친구들이죠.
0NO0000595	Q. 그리고 당신은 동의를 했구요.
0NO0000596	A. 다른 수가 있나요? 정의 연대는 과반수를 차지하고 있었다구요.
0NO0000597	Q. 후보자 추천 명단이 나오기 전까지 이 관계가 얼마나 지속됐죠?
0NO0000598	A. 모르겠어요. 아마 한 달쯤 될 거에요.
0NO0000599	Q. 당신이 합의했던 사항에도 불구하고 남편이 후보자 명단에 올랐을 때, 그때 연대의 간부들을 죽이기로 결심한 겁니까?
0NO0000600	A. 네. 정의 연대는 과반수가 겨우 넘으니까, 정의 연대의 수가, 특히 간부가 몇 명 줄면 다른 사람이 뽑힐지도 모른다고 생각했습니다. 
0NO0000601	Q. 그리고 잡히지 않을 거라 생각하셨군요.
0NO0000602	A. 아니에요, 마일즈. 잡힐 거라 생각했어요. 이게 최선이었죠. 이제 저자들은 저를 오버시어로 선출할 테니까요.
0NO0000603	Q. 자수한 살인마를요? 유권자들이 살인자를 뽑는 위험을 감수할 거라 생각하십니까?
0NO0000604	A. 자신들이 살려면 다른 누군가를 뽑아야만 하니까요.
0NO0000605	Q. 맞습니다. 하지만...
0NO0000606	A. 두고 보세요.
0NO0000607	거주민 여러분.
0NO0000608	[CRLF]얼마 전 일어난 참혹한 사건으로 인해, 볼트 11 투표 연합은 살인 사건의 조사가 마무리될 때까지 오버시어 선거를 연기하자는 데 만장일치로 동의했습니다. 우리 보안 팀이 범인을 잡기 위해 밤낮 없이 열심히 일하고 있으며, 이미 몇 개의 실마리를 잡아낸 상태입니다. 조만간 범인이 잡히게 되면, 우리는 매우 유력한 오버시어 후보를 얻게 되는 셈이겠군요.
0NO0000610	테리 하트
0NO0000611	인권 연대 대표
0NO0000612	친애하는 볼트 거주민 여러분 :
0NO0000613	[CRLF]축하합니다! 민주주의를 위한 여러분의 헌신이 우리 볼트 11를 안정시키는 기반입니다. 자, 이번 년도 선거에 대한 여러분의 선택을 돕기 위해, 볼트 11 투표 연합이 이 편리한 "민주적인 오버시어 선거를 위한 공식 거주민 가이드북(Dweller's Official Guide to Obtaining Overseers Democratically)", 줄여서 "좋은 일을 하자(D.O. G.O.O.D.)"를 배포하고 있습니다. 이 가이드북은 유력한 오버시어 후보들에 대한 간략한 정보와 각자의 발언, 주요사항, 그리고 무엇보다도 추천인에 대해 설명하고 있습니다.
0NO0000616	볼트 11 투표 연합 의장
0NO0000617	정의 연대 대표
0NO0000618	[CRLF][CRLF]후보 : 헨리 글로버
0NO0000619	추천인 : 공리주의 연대, 신의 뜻 연대, 서비스업 노동자 통합 연대
0NO0000620	전 애처가로서 6명의 귀여운 아이들의 아버지입니다. 장남인 샘은 이번 학기에 장학금도 받았어요. 저는 샘을 자랑스럽게 생각하고 있습니다. 막내 헨리 주니어는 얼마 전 처음으로 저를 "아-빠"라고 불러주었습니다. 아직 갓난아기이지만 우리는 벌써 서로 유대감을 느끼고 있어요. 여러분, 투표 하실 때 여러분의 아이들을 생각해 주십시오. 샘과 헨리 주니어가 여러분의 아이라고 생각해보세요. 정말로 오버시어가 되어야 할 사람은 제가 아니라, 네이트 스톤입니다.
0NO0000621	[CRLF]후보 : 도나 헤일리
0NO0000622	추천인 : 인권 연대, 볼트 기술자 통합 연대
0NO0000623	저에 대한 소문은 익히 들어 알고 있습니다. 하지만 알아주십시오, 그 소문은 다른 후보가 저를 비방하기 위해 꾸며낸 악의적인 거짓말일 뿐입니다. 저는 그처럼 비열한 짓을 한 적이 없습니다. 그리고 그 소문이 진실이라 해도, 그게 저를 뽑는 이유가 될 순 없습니다. 다른 2명의 후보가 저보다 훨씬 더 자격이 있습니다. 저는 행정에 대해 아는 것이 없습니다. 저보다 나쁜 후보는 찾기 힘드실 거에요. 제가 행정을 맡는다면 최악의 사태가 일어날 겁니다, 맹세하죠.
0NO0000624	[CRLF]후보 : 네이선 스톤
0NO0000625	추천인 : 정의 연대
0NO0000626	이건 말도 안돼. 애초에 나는 후보가 될 일이 없단 말야. 네놈들이 뒷구멍으로 더러운 정치 공작을 해댄 거겠지. 정말 진절머리 나는군. 네놈들 전부 부끄러운 줄 알아라.
0NO0000627	원자로 단말기.
0NO0000628	엘 도라도 변전소의 전력이 럭키 38의 원자로로 송전됐다.
0NO0000629	위대한 칸들이 굿스프링스의 탐광자 살룬에 있는 트루디의 라디오를 부쉈다고 한다. 라디오를 고친다면 트루디가 사례할 것이다.
0NO0000630	프로젝트: 양자 플라즈마 변조 물질 분사 소총
0NO0000631	[CRLF]버전: 32
0NO0000632	상태: 실패
0NO0000633	비고: 버전 32는 버전 31이나 30 만큼의 전력 생성은 해내지 못했지만 안정 범위를 27.35% 가까이 증가시킬 수 있었습니다. 이 점은 희망적이지만 아직 물질 전환 문제를 해결해야 합니다.
0NO0000634	[CRLF]버전: 33
0NO0000636	비고: 연구소가 파괴되었으며, 데이터도 손실되었습니다.
0NO0000637	[CRLF]버전: 34
0NO0000639	비고: 흥미롭습니다. 이 데이터가 어디서 온 건지는 모르겠지만 우리가 진행해오던 것과는 완전히 다른 방향에서 접근했더군요. 덕분에 스핀분극된 양자를 이용해서 물질 전환에 성공할 수 있었습니다. 제 생각엔 이제 상쇄장 문제를 해결한 걸로 보이니 신무기 개발에 박차를 가할 수 있겠습니다.
0NO0000640	[CRLF]버전: 35
0NO0000641	상태: 성공
0NO0000642	비고: 슈안으로부터 받은 데이터가 중요한 열쇠가 되어서 안정화된 설계모델을 얻어 낼 수 있었습니다. 아직 대량 생산에는 적합치 못하지만 시연용 견본 역할은 확실히 해낼 겁니다. 개선이 필요한 부분은 후기 모델에서 보완해나갈 수 있습니다.
0NO0000643	[CRLF]말씀하신 대로 기존의 플라즈마 소총에 비해 변경 및 개선된 사항을 아래에 정리해 보았습니다.
0NO0000644	* 초기 모델은 전장에서 장시간 사용하기엔 적절치 않습니다.
0NO0000645	* 평균적으로 Q-35의 연사율이 높으면서도 매 사격 간 시간이 보다 일정합니다.
0NO0000646	* 탄속이 향상되었으며 장거리 정확도도 더 높습니다.
0NO0000647	* 플라즈마 탄의 에너지 효율이 30% 향상되었습니다.
0NO0000648	렙콘 사내 통신망 #3457762
0NO0000649	[CRLF]받는 이: 렙콘 전 직원
0NO0000650	보내는 이: 부사장 칼 룩
0NO0000651	[CRLF]안녕하십니까, 여러분.
0NO0000652	[CRLF]저는 여러분의 새 부사장인 칼 룩이라고 합니다. 얼마 전까지 저는 롭코의 보안 부서에서 일했었습니만, 이제 렙콘은 롭코와 하나의 거대한 가족이 되었으니, 나이 많은 형제를 보내 관리하게 하는 것도 좋은 일이 아닐까 생각합니다. 지금부터 제가 할 일은 여러분의 작업을 최대한 방해하지 않으면서 보안을 철저히 하는 것입니다.
0NO0000653	[CRLF]여러분이 새로운 보안 시스템에 잘 적응하고 있다고 들었습니다. 그런데 여기 여러분의 가족이 될 친구들이 더 있습니다. 여러분은 본관 건물 주변을 순찰하는 온순해 보이는 안드로이드들을 보시게 될 겁니다. 여러분이 보안 시스템에 정규 등록된 배지를 항상 착용하고 있는 한 이 친구들은 여러분을 방해하지 않을 겁니다. 그저 지금껏 해왔던 대로만 하면 모든 일이 순조로울 것입니다.
0NO0000654	[CRLF]시간 내주셔서 감사합니다.[CRLF]
0NO0000655	칼
0NO0000656	[CRLF]추신: 3층은 임원들만 출입이 가능하다는 점 명심해 주십시오. 저나 피어스의 도움이 필요할 경우 전화기에 달린 버저를 누르세요. 그럼 일일 암호를 전송해 드리겠습니다. 감사합니다!
0NO0000657	렙콘 사내 통신망 #3457593
0NO0000658	[CRLF]받는 이: 렙콘 전 직원
0NO0000659	보내는 이: 총괄 매니저 피어스 아이슬리
0NO0000660	[CRLF]안녕하십니까, 여러분.
0NO0000661	[CRLF]본관 건물에서 근무하시는 직원 분들은 복도와 사무실에서 이루어지고 있는 작업들에 대해 궁금하실 겁니다. 기술자들이 설치하고 있는 것은 개선된 보안 장치들입니다. 회사의 안전과 기밀 보장 뿐만 아니라 직원 여러분들의 안전을 위해 설치하는 거죠. 하드웨어 및 소프트웨어적인 보안 시스템 변화와 함께 직원 여러분 모두 식별용 배지가 담긴 봉투를 하나씩 받게 되실 겁니다. 반드시 배지는 항상 몸에 착용하도록 하세요. 다시 한번 말씀드리지만 모두의 안전을 위한 일입니다.
0NO0000662	[CRLF]아, 그리고 식별용 배지가 담긴 봉투를 받으신 분은 퇴근하셔도 좋습니다.
0NO0000663	[CRLF]즐거운 휴일 되십시오![CRLF]
0NO0000664	피어스
0NO0000665	렙콘 사내 통신망 #3262173
0NO0000666	[CRLF]받는 이: CFO 줄리아 매스터스
0NO0000667	보내는 이: 부사장 레너드 스티플
0NO0000668	[CRLF]줄리아,
0NO0000669	[CRLF]당신도 롭코가 우리 회사를 사들이려 한다는 소식 들었을 거요. 과거에도 당신과 나는 회사의 미래에 대해 같은 생각을 가졌었지. 포세이돈이 우리 회사를 넘봤을 때도 이사회를 설득해, 회사를 팔지 않도록 하는 걸 도와줬지 않소. 이번에도 롭코와 맞서려면 당신의 도움이 필요해요.
0NO0000670	[CRLF]피어스에 의하면 롭코는 우리가 쉽사리 회사를 내주지 않을 것에 대비해 적대적 인수를 염두에 두고 주식을 사 모으고 있다고 합디다. 내 생각엔 이사회가 도와주지 않는 한 롭코가 적대적 인수에 필요할 만큼의 주식을 모으지는 못 할 것 같소. 그래서 당신만 도와준다면 함께 이사회를 설득해서 회사를 안전하게 지켜낼 수 있을 거라 보고 있어요. 당신이 나와 뜻을 함께 하리라 믿고 있겠소.[CRLF]
0NO0000671	레너드
0NO0000672	렙콘 사내 통신망 #3262178
0NO0000673	[CRLF]받는 이: 부사장 레너드 스티플
0NO0000674	보내는 이: CFO, 줄리아 매스터스
0NO0000675	[CRLF]당신을 돕겠어요 레오. 며칠만 시간을 준다면 이사회에 있는 우리 편에게서 지원을 얻어 볼게요. 계산해보니 당신 말이 맞아요. 우리는 함께 싸워나갈 수 있을 거에요.[CRLF]
0NO0000677	렙콘 사내 통신망 #3262719
0NO0000678	[CRLF]받는 이: 총괄 매니저 피어스 아이슬리
