0NO0000001	First Name: Pacer
0NO0000858	Day 3
0NO0000859	This place is a mess. Most of the old hiking trails are buried in landslides, and the rest is so dusted you can't tell which direction you're supposed to go. I don't know what the hell the survey team was thinking when they said this was a strategically sound location. At least we were issued plenty of rations and the river has plenty of fresh water. We could eat for months. Let's hope tomorrow brings some headway cleaning this place up.
0NO0000860	Final Report - Ambassador Phillip Granger
0NO0000861	With my term here coming to a close, I'm taking a moment to reflect on my accomplishments here. Sadly, they are few and far between. The politics between the families and Mr. House have made it incredibly difficult to deal with any of them.
0NO0000862	The Omertas are a group of sleazy lowlifes pretending to be something they aren't. The White Glove Society gives me the creeps (there's something strange going on with them, and I'm not sure I want to know what it is.) The Chairmen are thugs that dress themselves up in fancy suits pretending to be cool.
0NO0000863	I'm surprised that they've lasted this long without killing each other, although it's probably due to Mr. House and his Securitron's.
0NO0000864	We have our work cut out for us here. I wish my term here was more fruitful than it was, but I'm glad to be returning to the NCR.
0NO0000865	Phillip Granger
0NO0000866	Final Report - Ambassador Susanna Edith
0NO0000867	The past two years serving as the NCR Ambassador to the Strip have been trying at best and downright horrid at worst.
0NO0000868	Living here in New Vegas has been horrible. The accommodations here are barely serviceable, which is a deliberate and malicious act by Mr. House to hinder the NCR's efforts here in New Vegas. On top of that, I have constantly surrounded by drunken idiots who gamble away their money.
0NO0000869	My work here has been fruitless. I've been unable to get anywhere with Mr. House (or actually meet Mr. House since all I have dealt with are his Securitron's that only serve to frustrate me further.) Still after all this time, we have been unable to find a common understanding between Mr. House and the NCR's goals for the area.
0NO0000870	I look forward to returning home to the NCR and I wish my successor luck. You're going to need it.
0NO0000871	Susanna Edith
0NO0000872	Latest information from our inside source reports that the Omertas are unhappy with House. We may be able to use this as leverage against him.
0NO0000873	Reports are coming in from Freeside detailing a rise in violence against NCR Citizens. We're going to need to look into this. All sources indicate that Pacer is involved, of course.
0NO0000874	Our farms on the east side of New Vegas are producing a good amount of crops. With the additional water allocated from Hoover Dam, we can increase the number of farms over the next few years by a substantial amount. That means more residents inclined to vote for annexation.
0NO0000875	The Fiends have been more active outside New Vegas. The NCR troops stationed at Camp McCarran are handling this for now, but the situation needs to be monitored.
0NO0000906	Personal Log - Liza O'Malley
0NO0000907	Things have been getting a little busy around here lately. I have a feeling that a lot of things are going on that I'm not aware of. There's a lot more papers and reports getting passed around, but also a lot of things under the table. All I know is that I need a vacation. I'm getting a little tired of spending all my time at the Embassy and need to get out. Maybe I'll hit up the casinos one of these nights.
0NO0000908	NCR Embassy Status Report #01-50
0NO0000909	New Vegas
0NO0000910	Increased gang activity in Freeside needs to be monitored. Mr. House doesn't seem to care about anything outside the city's walls. The NCR may have to step in.
0NO0000911	Ambassador Crocker has once again requested a meeting with Mr. House, a response has yet to be received.
0NO0000912	Current supplies at the Embassy are within normal ranges.
0NO0000913	Captain Pappas reports no unusual activity on the Strip.
0NO0000915	Ambassador Crocker,
0NO0000916	Captain Pappas dropped off a report for you while you were out. The report is attached.
0NO0000917	Liza
0NO0000918	Security Lacking at Checkpoints
0NO0000919	There have been recent cases of civilians and some troopers sneaking in restricted items into the Strip. Security needs to be increased to make sure that this stops right away. I'm instructing the MP's to tighten security at the checkpoints and any violations will be severely punished.
0NO0000920	Recently confiscated items have been stored in the store room at the Military Police Headquarters. I have locked the room and have the key with me.
0NO0000922	I've notice and increase in the amount of smuggling of restricted items into the Strip. I'm increasing security at the checkpoints to prevent more of this. A report has been sent to Ambassador Crocker via Liza to address this.
0NO0000923	Private Erwin has been causing trouble again. His pranks are starting to go a little too far. One more complaint and I'll put him behind bars.
0NO0000924	Shift Reports from the MP's:
0NO0000925	Two drunk troopers were causing a ruckus on the Strip. MP's got involved and were able to resolve the situation before Securitrons showed up.
0NO0000926	MP's received a complaint of suspicious activity near the Lucky 38. The complainant reported seeing a man hugging several trees.
0NO0000927	An intoxicated man was sleeping in the lobby of the Tops.
0NO0000928	A woman reported a drunk man vomiting in the fountain in front of the Ultra-Luxe. MP's were unable to find the man once arriving at the scene.
0NO0000929	MP's responded to a report of a young woman behind Las Vegas Station who locked herself in handcuffs.
0NO0000930	MP's broke up a fight between twin brothers near the Gomorrah. The brothers stated they were fighting over one of the dancers at Gomorrah.
0NO0000931	The Brahmin barons are an important part of Senator Morales' political base, and he's up for reelection soon. The mutants at Jacobstown need to be driven off or provoked into an attack. The senator wants to be able to show he's taking a strong stance against the mutant presence, but there can't be any blood on our hands.
