///Project Nevada	
PJN0000001	쓰리 슈터
YUP0000569	어디 보자... 그 머시기는... 저기 있고. 전기, 어, 순환기는 여기 있고...
YUP0000570	무선 주파수 기폭 장치군? 잠깐만. <목걸이를 해제시킨 뒤 벗겨준다>
YUP0000571	맥캐런에는 엄청난 양의 야채와 물이 있지. 사업을 확장시켜 볼 생각 없어?
YUP0000572	그렇게... 눈에 띄게 입으면 위험하지 않아?
YUP0000573	플래티넘 칩을 잃게 되면 어떻게 되는 거지?
YUP0000574	그래. 너희를 받아들여주겠지만, 대신 너희 모두 입단식을 통과해야 한대.
YUP0000575	제가 이 메일을 쓰는 이유는 오늘까지도 (2077년 06월 15일) 배송이 오지 않았기 때문입니다. 여기에는 그 키트가 다 소진되었고 여름 관광객 시즌은 다가오고 있습니다. 가능한 빨리 새 키트가 필요합니다.[CRLF]
YUP0000576	핸론 대장은 NCR 레인저의 수장이며 가장 오래 활동한 레인저 중 한 사람입니다. 그는 캠프 골프에 있는 사령부에서 레인저들을 통솔하고 있습니다.
YUP0000577	노심용해 퍽은 레이저와 플라즈마 무기로 적을 증발시키거나 녹여버릴 때마다 에너지의 피해 코로나 방전을 생성합니다.
YUP0000578	배달부, 의사, 그리고 로봇 강아지라. 이 "급박한 뉴 베가스의 위험"을 해결한 뒤에는 탑스에서 공연이라도 해야겠네.
YUP0000579	그래도 다시 날 수만 있다면, 나도 끼워주게. 내 암호는 "친애하는"이야.
YUP0000580	우리는 물을 살 돈이 없었고, 그래서 내가 때때로 펌프장을 조작해 이 지역 저수조로 물을 빼돌렸었지.
YUP0000581	조종석에 있을 때만큼 행복했던 적은 없었네. 연료가 허락하는 한 원하는 곳은 어디든 갈 수 있었어.
YUP0000582	아니, 그렇지만 곧 걸릴 거야. 난 선구자가 되는 셈이지.
YUP0000583	문제는 보수지. 캠프에 고기를 공급하는 건 꽤나 비싸게 먹히거든.
YUP0000584	그의 종족은 명령을 받기 위해 존재해. 그들은 병사야. 단순하고, 어리석지. 무언가를 가져오라고 명령하면 죽음도 감수하고 수행하지.
YUP0000585	과거의 실수로부터 배우는 사람들이 있는가 하면, 그는 우리가 가진 지식을 전부 벼랑으로 떨궈내고 있는 격이지.
YUP0000586	그런 멋진 정장을 입고 있긴 했지만, 신사라고 할 순 없는 남자였지.
YUP0000587	못 본 것 같군. 우린 거의 이 근처만 오가거든. 모텔에 가면 알 수 있을지도 모르겠네.
YUP0000588	근데 얼굴에는 체크무늬를 빼먹어서 놈들에게 들키게 생겼더군. 내가 말해줬더니 깊이 새겨 듣는 것 같았어.
YUP0000589	그의 친구들은 돈이 없다니까 실망한 것 같았어. 젠장, 나라도 그랬겠다. 괜찮은 가게를 찾았는데 돈이 없다니 원.
YUP0000590	참 귀여운 아이지? 꼭 강아지 같아. 안타깝게도 우리 서기장께서 그 애한테 보이는 호의는 그렇게 순수한 건 아니지.
YUP0000591	[성공] 와, 마침 우리 비축품 대부분이 FMJ탄이거든. 총기 수업을 열어서 아이들에게 탄약 만드는 법을 알려줘야겠어!
YUP0000592	[실패] 어... 우린 수리할 때 용접 토치와 플라즈마 커터를 사용하거든. 로얄과 잭의 수리 지식으로도 충분할 것 같아.
YUP0000593	[실패] 보스한테 생각이 있다는 건 알지만, 결정은 내가 내리게 해주지 않겠어?
YUP0000594	한동안은 거기서 살아도 될 것 같았지. 그러다... 그러다 라파엘라가...
YUP0000595	우리 가족 모두 안에 갇혔었어. 난 연기 냄새를 맡고 여동생 라파엘라를 데리고 창문을 통해 도망쳤지. 하지만 다른 가족들은...
YUP0000596	내가 못 움직이는 건 감정의 무게 때문이 아니라고. 내 짐을 좀 덜어주면 움직이기 좀 편할 거야.
YUP0000597	우와! 페트로-치코 보이! 페트로-치코 보이가 왔어! 어, 그냥 꿈이네. 그냥 꿈이었어...
YUP0000598	그리고 잊어버리기 전에 우리 은신처의 열쇠를 줄게. 근처를 지날 때 쉬었다 갈 수도 있어. 지도에 위치를 표시해 줄게.
YUP0000599	죄송하지만, 스테이시를 쏘려면 이 총이 필요해요. 다른 총 찾으면 그거 줄게요.
YUP0000600	이런 말 하면 안되지만, 아무래도 파파는 우리 부족의 이익보다 복수하고픈 욕망을 더 중시하시는 것 같아.
YUP0000601	오 그러지 마, 베이비. 그 벙커 안에 뭐가 있든 간에, 그건 베가스의 핵심이라고. 그러니 이렇게 해 봐...
YUP0000602	와우, 그러고 보니 쌓인지 꽤 됐지. 좋았어, 한 판 하자.
YUP0000603	솔직히 가렛이 우릴 돕는다는 게 기쁘고 놀랍지만, 왠지 좋은 마음에서 하는 건 아닌 것 같네.
YUP0000604	좋아. 얌전히 따라가주지. 이런 씨발 좆같은.
YUP0000605	아, 씨발 그러시겠지. 그럼 네가 한가해질 때까지 전전긍긍하며 기다려주마. 하하.
YUP0000606	그렇진 않지만, 선택의 여지가 없네. 자네가 우리 캠프를 좀 더 도와준다면, 전투에 투입할 병력을 더 마련할 수 있겠지.
YUP0000607	우리 병력도 적진 않지만, 그래도 접전이 예상되네. 자네가 우리 캠프를 좀 더 도와준다면, 전투에 투입할 병력을 더 마련할 수 있겠지.
YUP0000608	자네 덕분에, 우린 군단 놈들을 몰아내고도 남을 만큼 병력이 충분하네.
YUP0000609	[실패] 뭐야!? 난 내 재능에 걸맞는 만큼의 돈을 받지 못하고 있다고!? 150 캡 이상은 안 돼.
YUP0000610	제가 8을 뽑은 것 같군요, 파트너.
YUP0000611	8을 뽑은 것 같군요, 파트너.
YUP0000612	더이상 이 얘기는 하고 싶지 않댔잖아? 자, 쫓아내기 전에 얼른 꺼져.
YUP0000613	[?] 군단의 보병들은 자신의 안위를 돌보지 않도록 훈련받는다. 마음 속의 갈등을 제거하기 위함이지.
YUP0000614	[?] 안돼! 이봐, 카이사르의 비밀은 절대 불지 않겠어. 난 카이사르께서 원하셨기 때문에 자결하지 않은 거야. 내가 죽으면 쓸모없으니까.
YUP0000615	싸움 구경 온 거야, 레드 루시 보러 온 거야?
YUP0000616	뭐, 여기서는 일상적인 일이야. 받아들여야지.
YUP0000617	이해할 수 없군. 저 기계는 카이사르님을 치료했어야 했는데... 네 짓이로군. 네가 그를 죽인 거다.
YUP0000618	넌 네가 군단의 진정한 친구라는 걸 증명했다. 모하비에서 군단 요원들이 사용하는 은신처가 하나 있지. 이게 그 열쇠다.
YUP0000619	적어도 봉쇄가 해제되면 무기고에 더 자주 물자를 보급할 수 있을 거야. 그래, 무슨 일로 온 거야?
YUP0000620	그래, 뭘 도와줄까?
YUP0000621	더 이상 얘기할 건 없어.
YUP0000622	몇 달 전 우리 캐러밴 중 하나가 습격을 당해, 화물과 함께 불태워졌었지.
YUP0000623	총알이랑 위스키 몇 병 더 챙겨 와서, 캐시디가 빚을 어떻게 갚는지 놈들에게 똑똑히 보여주겠어.
YUP0000624	그래... 커다란 영화 스크린이랑 말하고 왔다고? 오즈의 마법사의 노란 벽돌길을 걷는 것 같네. 그 끝엔 안 좋은 소식이 있겠지.
YUP0000625	우린 카이사르의 뜻에 따라 넬슨을 지키고 있다.
YUP0000626	카이사르가 죽을 거라 믿은 적은 한번도 없다. 고위직에 친구가 있거든.
YUP0000627	컴퓨터 함정은 해체되었고 재장치 하지 않는 이상 폭발하지 않습니다.
YUP0000628	레인저 전투 헬멧
YUP0000629	볼트 보안 포탑
YUP0000630	카드 제거기
YUP0000631	칸티나 마드리드 단말기
YUP0000632	코스믹 나이프 (과열됨)
YUP0000633	보내는 이: 호레이스 애플바움
YUP0000634	받는 이: 맨디 패트리스
YUP0000635	날짜: 06/15/77
YUP0000636	날짜: 07/03/77
YUP0000637	받는 이: 앨런 밋첨
YUP0000638	날짜: 06/25/77
YUP0000639	<공격> 됐어, 네 잔소리는 지긋지긋해.
YUP0000640	<공격> 여긴 내가 접수한다.
///MMUE	
MMU0000001	아무도 당신을 일터 밖으로 내쫓지 않을 것입니다. 당신이 영원히 젊게(그리고 레벨 30으로) 살 것이기 때문이죠! 당신은 절대로 약물에 중독되지 않을 것이고, 지속 시간도 두 배로 증가할 것입니다... 하지만 레벨 30 이후에 당신은 경험치, 퍽, 그리고 스킬 포인트와는 작별 키스를 나누어야 할 것입니다!
MMU0000002	홀로라이플과 특공대 퍽 호환 퍽
MMU0000003	당신의 뇌는 몸으로 돌아왔지만, 몇 가지 진보된 기술들이 남아 있습니다: 당신의 머리는 여전히 불구가 되지 않지만, 약물 중독에 대해서 10% 추가 저항력을 갖습니다. 또한 당신의 피해 저항력이 10% 상승합니다(최소 +1 DT, 최대 +6 DT).
MMU0000004	베로니카는 근접 공격 속도가 50% 상승하고,  근접 무기 공격 시 25%의 확률로 적을 쓰러트립니다.
MMU0000005	건 러너의 무기고(GRA) 무기들로 피해를 입히기.
MMU0000006	팻 맨, 팻 마인 등으로 동물들을 죽이기.
MMU0000007	베로니카의 DT가 4 상승했습니다.
MMU0000008	베로니카의 격투 공격 속도가 30% 상승했습니다.
MMU0000009	당신이 나쁜 놈이었던 적도 있지만, 이젠 아닐 겁니다. 당신의 카르마가 0으로 재조정되고, 공격 시 AP 소모가 20% 감소하며, AP 재생이 25% 빨라지며 공격속도가 20% 상승합니다. 크리티컬 공격에 당하지 않습니다. (악 카르마 필요)
MMU0000010	약물 저항력 퍽이 있으면 싸이코나 제트 등의 약물에 중독될 확률이 50% 감소합니다.
MMU0000011	화학자 퍽이 있으면 특정 약물의 효과 지속 시간이 2배로 증가합니다.[CRLF](로건의 헛점과 중복 불가)
MMU0000012	당신의 두뇌는 진보된 기술들로 대체되었습니다: 당신의 머리는 더 이상 불구가 되지 않으며 약물 중독에 저항이 생기고(+25% 저항력) 신체 손상으로부터의 충격에도 저항이 생깁니다(+5% 피해 감쇄량(DT), 최소 +1 최대 +3).
MMU0000013	약품의 효과를 더 연장시킬 만큼 많은 약물을 사용했습니다. (특정 약물 지속 시간 33% 상승)
MMU0000014	…안타깝군. 하지만, 아직 나머지 한 팀이 살아있을 가능성이 있으니, 부디 한번 찾아봐 주길 부탁하겠네.
MMU0000015	이곳 탑스는 훌륭합니다, 여러분. 제 방에는 사랑스러운 작은 옷장도 있어요. 벽에 박힌 못이요.
MMU0000016	이곳에서 잠을 청하기는 힘들죠. 어젯밤엔 여자 몇 명이 방문을 밤새도록 두들기더군요. 별 수 없이 방에서 내쫓았어요.
MMU0000017	이곳 탑스에선 프라이버시에 신경 많이 쓰고 있죠. 심지어 룸서비스 번호도 없다니까요!
MMU0000018	아내에게 구울치곤 미인이라고 말했지요. 안타까운 건 그녀가 구울이 아니라는 겁니다.
MMU0000019	제 사촌 내외는 빠꼼한 커플이랍니다. 아내는 빠르고 남편은 꼼짝못하죠.
MMU0000020	제 친구는 좌우명이 이웃을 사랑하라인데요, 그는 매춘굴 바로 옆에서 살고 있답니다.
MMU0000021	저는 여성에게 솔직하고 성실하려고 노력합니다. 뉴 레노에서 제 이름은 "솔직"이고 본야드에서는 "성실"이지요.
MMU0000022	전 결혼한지 17년 됐습니다. 어디서부터 잘못된 걸까요?
MMU0000023	저는 17년 동안 한 여자만 사랑해왔습니다. 마누라한테 걸리면 죽을 거에요!
MMU0000024	저는 모든 곳에 아내를 데리고 가지만, 어째 그녀는 항상 알아서 돌아오는 길을 찾더라고요.
MMU0000025	뉴 베가스에서 아내에게 작은 차를 사줬습니다. 이름은 오메르타(비폭로협약). 본넷 밑에 또 하나의 본넷이 있는 차죠.
MMU0000026	황무지에서는 생존하기 힘들다고들 하지요. 힘들어봤자 얼마나 힘들겠어요? 야밤에 물이 빛나는 곳인데!
MMU0000027	미스터 하우스가 스트립을 운영한다죠. 그는 "폭도로-꽉찬-소굴"이라는 전 주인에게서 도시를 인수 받았죠.
MMU0000028	얼마 전에 울트라 럭스에서 저녁 식사를 했죠. 스테이크 맛이 웃긴다고 말했더니, 어릿광대 고기라 그런 거라고 하더군요.
MMU0000029	한 구울이 의사에게 가서 "의사 양반, 의사 양반, 나 심한 부스럼이 있어!"라고 말하자. 의사 왈, "젊은이, 그건 네 얼굴이야."
MMU0000030	처음 보는 사람을 도와주겠다고? 고마워, 친구. 군에서는 충분한 인력이 없다고 하더군. 마치 이 도시가 더 중요하다는 것처럼.
MMU0000031	플래티넘 칩을 가져온 것 같진 않구만!
MMU0000032	자네가 그 군인 녀석들 문제를 도와주고 나서 상황이 훨씬 좋아졌어. 다시 한 번 감사하지. 그래, 무슨 일인가?
MMU0000033	사이먼과 얘기해.
MMU0000034	독이 제거되었습니다.
MMU0000035	비었습니다. 보충되려면 좀 더 기다려야 합니다.
MMU0000036	쏜에서의 전투가 끝났습니다.
MMU0000037	무기를 돌려받았습니다.
MMU0000038	ED-E가 당신의 물건을 전부 돌려주었습니다.
MMU0000039	물건을 회수했습니다.
MMU0000040	 '분필 자국 따라'가 당신의 물건을 전부 돌려주었습니다.
MMU0000041	 '깨어나는 구름'이 당신의 물건을 전부 돌려주었습니다.
MMU0000042	조슈아 그레이엄이 당신의 물건을 전부 돌려주었습니다.
MMU0000043	물건을 전부 돌려받았습니다.
MMU0000044	한정품 모하비 랜드마크 스노우글로브를 찾았습니다!
MMU0000045	몇몇 사람들은 왜 프로텍트론에 바퀴가 없지? 라고 말했고, 롭코는 이 질문에 응답하길 주저하지 않았습니다: 프로텍트-오-봇이 답입니다. 롭코의 뛰어난 변호사 팀의 노력에도 불구하고 안전 기준 때문에 이 자유 회전체 동력이 일반 시장에서 양산되는 것은 막혔지만, 여러분께서 이 잘 투자된 물건을 보실 수 있어서 위안이 됩니다. 얼마나 빠르게 움직이는지 서 있는 것처럼 보인다니까요!
MMU0000046	중독이 치료되었습니다.
MMU0000047	체력과 사지가 회복되었습니다.
MMU0000048	폴아웃: 뉴 베가스의 새로운 하드코어 모드는 게임의 난이도를 크게 상승시킵니다. 이 모드에서는, 스팀팩은 시간에 따라 천천히 회복되고 다친 팔다리를 치료할 수 없게 됩니다. 라드어웨이의 방사능 제거도 시간에 따라 천천히 적용되며, 탄약에 무게가 생기고, 허기와 갈증, 수면욕이 적용됩니다. 이 모드는 숙련된 플레이어에게만 추천됩니다.
MMU0000049	망가진 사지가 회복되었습니다.
MMU0000050	[CRLF]항상 명심하세요. 당신은 이제 두 가족의 일원이며, 두 가족 모두에 대해 책임을 진다는 사실을요. 하지만 포세이돈 가족에 대한 책임이 더 중요합니다. 왜냐하면 당신 자식들이나 친구, 심지어 당신 부인이 당신을 배신할지라도, 포세이돈 에너지는 항상 당신에게 급료를 주고 당신의 삶을 지킬 테니까요. 누구에게도 포세이돈 에너지에 대해 이야기하지 마세요. 만약 누가 묻거든 당신 직업은 너무 별 볼일 없어서 얘기하기 부끄러울 정도라고 하세요. 하지만 실제로 당신은, 당신의 노력을 잊지 않고, 당신에게 더 큰 이득을 주는, 항상 성장하고 있는 우리 회사와 함께하는 겁니다. 
MMU0000051	콘트레라스는 차후 NCR에게 꼬리를 밟히지 않으려면 켈러를 죽여야 한다고 우기고 있다.
MMU0000052	[CRLF]1. 인공 감미료 슈가밤.
MMU0000053	이 지도가 있으면 시온 계곡과 모하비 황무지 사이를 오갈 수 있다.
MMU0000054	제임스 가렛에게 피스토가 랭글러 카지노에 합류할 것이라고 전해주십시오.
MMU0000055	제임스 가렛에게 산티아고가 랭글러 카지노에 합류할 것이라고 전해주십시오.
