///Project Nevada	
PJN0000001	Three Shooter
YUP0000613	[?] Foot soldiers of the Legion are trained not to have to think for themselves - to have conflict removed from their minds.
YUP0000614	[?] No! Listen, Caesar's secrets are safe with me. I stayed alive because Caesar would've wanted it. I'm useless to him dead.
YUP0000615	Come to see the fights, or Red Lucy?
YUP0000616	Well, it's a part of life out here. Best to accept it.
YUP0000617	I don't understand - the machine was supposed to cure Caesar. You did this - his blood is on your hands.
YUP0000618	You've proven yourself to be a true friend of the Legion. We have a safehouse available to our agents in the Mojave - here's the key.
YUP0000619	At least with the lockdown lifted I'll be able to resupply my store more often. So what are you here for?
YUP0000620	Now what can I get for you?
YUP0000621	We've got nothing left to talk about.
YUP0000622	One of our caravans got hit a few months back, and the caravan'd been burned, too, along with the cargo.
YUP0000623	I'm going to get some extra ammo, a few bottles of whiskey, and then show them how Cassidys settle accounts.
YUP0000624	So... you talked to a big movie screen? Feeling like I'm walking down a yellow brick road, and there's bad news at the end.
YUP0000625	That we hold Nelson, that is Caesar's will.
YUP0000626	Never once did I believe that Caesar was near death. I have friends in high places.
YUP0000627	This computer trap is disarmed and won't explode unless it is rearmed.
YUP0000628	Ranger Combat Helmet
YUP0000629	Vault Security Turret
YUP0000630	Card Remover
YUP0000631	Cantina Madrid Terminal
YUP0000632	Cosmic Knife (Super-Heated)
YUP0000633	From: Horace Applebaum
YUP0000634	To: Mandy Patrice
YUP0000635	Date: 06/15/77
YUP0000636	Date: 07/03/77
YUP0000637	To: Alan Mitchum
YUP0000638	Date: 06/25/77
YUP0000639	<Attack> That's it. Tired of listening to you anyway.
YUP0000640	<Attack> I'm taking over.
///MMUE	
MMU0000001	No one's going to put you out to pasture 'cause you're going to stay young (and level 30) forever! You'll never again become addicted. Additionally alcohol and chems will last twice as long... but after 30 you can kiss experience, perks, and skill points goodbye!
MMU0000002	Behind-the-scenes compatibility perk to ensure the Holorifle works with the Command perk
MMU0000003	Your brain is back in your body, but some of the advanced technologies remain: Your head still cannot be crippled, but you are only 10% more resistant to addiction now. Surprisingly your damage threshold has improved by 10% (minimum +1, maximum +6).
MMU0000004	Veronica gains +150% melee attack speed and 25% chance for melee attacks to knock down enemies.
MMU0000005	Do damage with Gun Runners' Arsenal Weapons.
MMU0000006	Kill Animals with the Fat Man or with Fat Mines.
MMU0000007	Veronica gains +4 DT.
MMU0000008	Veronica's Unarmed attack rate goes up by 30%.
MMU0000009	Maybe you were bad once, but you ain't like that now. Your Karma has been reset to 0, attacks cost 20% less AP, you regenerate AP 25% faster, and your attack speed is increased by 20%. You are also immune to critical hits. (Requires Bad Karma.)
MMU0000010	Having the Chem Resistant perk means you're 50% less likely to develop an addiction.
MMU0000011	With the Chemist perk, certain chems lasts twice as long.[CRLF](Cannot be used with Logan's Loophole).
MMU0000012	Your brain has been replaced with advanced technologies: Your head can no longer be crippled and is resistant to addiction (+25% resistance) and shock from bodily damage (+5% Damage Threshold, minimum +1, maximum +3).
MMU0000013	You've taken enough chems to know how to hang on to the effects just a while longer (+33% duration for certain Chems).
MMU0000014	...That is unfortunate. As long as there is a chance to find the remaining patrol, however, I must still ask you to try.
MMU0000015	It's great to be here at the Tops, folks. The room I'm in has a lovely little closet. A nail. Hoh!
MMU0000016	It's hard to sleep in this place, I tell you. Last night some girl was pounding on my door all night. Finally I had to let her out. What!?
MMU0000017	They really care about your privacy here at the Tops. Even room service has an unlisted number! What!?
MMU0000018	I told my wife she was good-looking for a ghoul. It's just too bad she's not a ghoul. Aye-aye-aye!
MMU0000019	My cousin and his wife are a fastidious couple. She's fast and he's hideous. Hah-chacha!
MMU0000020	I know a guy, his motto is Love Thy Neighbor. He lives next door to a brothel. Oh no!
MMU0000021	I try to be frank and earnest with women. In New Reno, I'm Frank and in the Boneyard I'm Ernest. Oh no!
MMU0000022	I've been married for 17 years. Where did I go wrong? Oh!
MMU0000023	I've been in love with the same woman for 17 years. If my wife ever finds out, she'll kill me! No!
MMU0000024	I take my wife everywhere, but somehow she keeps finding her way back. I did it!
MMU0000025	I bought my wife a little car here in New Vegas. An Omerta. It has a hood under the hood. Aye-aye-aye!
MMU0000026	People say it's hard to survive the Wasteland - how hard can it be, the water glows in the dark! And it burns!
MMU0000027	So I hear Mr. House runs the Strip. He took it over from the last guy, Mr. Mob-Infested Hellhole. Did he just say that!?
MMU0000028	I had dinner at the Ultra-Luxe the other night. I told them my steak tasted funny. They said it was a clown. I ate a person!
MMU0000029	A ghoul goes to a doctor and he says "Doctor, Doctor, I have this horrible rash!" The Doctor says "Son, that's called your face." Ding-dong!
MMU0000030	You'd do that for a complete stranger? Thank you my friend. The army says they don't have the available manpower - as if this city is more important.
MMU0000031	Doesn't look like you've brought back the Platinum Chip!
MMU0000032	Things have been lots better since you helped with those soldier boys. Thanks again. So what can I do for you?
MMU0000033	Talk to Simon.
MMU0000034	Poison removed.
MMU0000035	Empty. Waiting for restock.
MMU0000036	The Thorn's fight has finished.
MMU0000037	Your weapons have been returned.
MMU0000038	ED-E has returned all of your items.
MMU0000039	Items retrieved.
MMU0000040	Follows-Chalk has returned all of your items.
MMU0000041	Waking Cloud has returned all of your items.
MMU0000042	Joshua Graham has returned all of your items.
MMU0000043	Your equipment has been returned.
MMU0000044	You found a Limited Edition Mojave Landmark Snow Globe!
MMU0000045	Some folks have asked - why not a Protectron with wheels? RobCo wasn't afraid to answer that question: The Protect-O-Bot is the answer. While safety standards prevented this free-wheeling dynamo from entering mass market production despite RobCo's best intentions and teams of lawyers, we take consolation in letting you can see this extremely well-funded experiment as it was intended - a robot moving so fast it looks like it's standing still!
MMU0000046	Addictions Cured.
MMU0000047	Health and Limbs restored.
MMU0000048	Fallout: New Vegas allows you to play in a new Hardcore mode that greatly increases the challenge of the game. In this mode, Stimpaks heal over time and cannot mend broken limbs, Rad-Away removes radiation over time, ammunition has weight, sleep does not heal and dehydration is a constant concern. This mode is only recommended for advanced players.
MMU0000049	Disabled body parts healed.
MMU0000050	Always remember: you are a member of two families now. And you have obligations to both. But your obligation to the Poseidon Family is greater, because while your children may misbehave and your friends may change and your wife may nag and cheat on you, Poseidon Energy will always be paying for and protecting your way of life. Don't tell anybody anything about the projects conducted at Poseidon Energy. When pressed, tell them that your job is repetitive and not worth discussing, but the Company is nurturing and gives good benefits and is always looking for new talent.
MMU0000051	Contreras insists that Keller must be killed, in order to avoid any further entanglements with the NCR.
MMU0000052	1. Aspartame Sugar Bombs.
MMU0000053	This map allows you to travel to Zion Canyon and also back to Mojave Wasteland.
MMU0000054	Tell James Garret that Fisto will be joining the Wrangler.
MMU0000055	Tell James Garret that Santiago will be joining the Wrangler.
MMU0000056	Tell James Garret that Beatrix will be joining the Wrangler.
MMU0000057	Tell James Garret that Old Ben will be joining the Wrangler.
MMU0000058	Return to Colonel Moore with news that the Great Khans have been dealt with.
