MOD0000001	Welcome..
F3NGA00463	Soldier of Fortune
F3NGA00464	Shot
F3NGA00465	Strike
F3NGA00466	Do you want to poison your next shot with the [%]?
F3NGA00467	The croupier is taking a minute to check the wheel for bias as an anti-cheating measure.
F3NGA00468	EXPLOSIVE
F3NGA00469	Witches' Festival
F3NGA00470	Rad-X Taken
F3NGA00471	Profiteer
F3NGA00472	SLP
F3NGA00473	You cannot wait while taking health damage.
F3NGA00474	Cancel Recipe?
F3NGA00475	RadAway Taken
F3NGA00476	Egocentric
F3NGA00477	Keyboard
F3NGA00478	Auto Match
F3NGA00479	Uppercut
F3NGA00480	You've left a poor impression on the community and may be shunned as a result.
F3NGA00481	Chems Taken
F3NGA00482	Loner
F3NGA00483	Cross
F3NGA00484	Disease
F3NGA00485	Hero for Hire
F3NGA00486	Decrease
F3NGA00488	August
F3NGA00489	Model of Apathy
F3NGA00492	This machine appears to be taking a minute to reset itself as an anti-cheating measure.
F3NGA00493	Companion Commands
F3NGA00494	Keyring
F3NGA00495	Person of Refinement
F3NGA00496	Pause
F3NGA00497	Beard cheeks light/dark
F3NGA00498	Moneygrubber
F3NGA00499	None of the master files used in this save game are loaded. Returning to game.
F3NGA00500	Back Slash
F3NGA00501	Cheeks round/gaunt
F3NGA00502	Gray Stranger
F3NGA00503	Beard light/dark
F3NGA00504	Winter
F3NGA00505	Be Passive
F3NGA00506	Current Quests
F3NGA00507	View Downloadable Content
F3NGA00508	Odd
F3NGA00510	NO RACE
F3NGA00511	Broken items cannot be equipped until they have been repaired.
F3NGA00512	Specularity Fade
F3NGA00513	Ranks
F3NGA00514	This door leads nowhere.
F3NGA00515	Your chest is now damaged.
F3NGA00516	You cannot fast travel while overencumbered.
F3NGA00517	Chin shallow/deep
F3NGA00518	WHITE
F3NGA00519	Attack
F3NGA00520	D-패드 Up
F3NGA00521	Feed
F3NGA00522	2 to 1
F3NGA00523	NO USABLE SPARE PARTS
F3NGA00524	LOGON ADMIN
F3NGA00525	Object Fade
F3NGA00526	Your Sleep Deprivation level has increased
F3NGA00527	Current Ante:
F3NGA00528	Change Item Selection
F3NGA00529	You kill Super Mutants -- A lot.
F3NGA00530	Pad -
F3NGA00532	New Life Festival
F3NGA00534	The save game is no longer available. Returning to game.
F3NGA00535	Press any valid slot machine button to continue.
F3NGA00536	Rosewood
F3NGA00537	Apply
F3NGA00538	Black
F3NGA00539	Quest added
F3NGA00540	Destruction
F3NGA00541	You lose
F3NGA00542	Chestnut
F3NGA00543	October
F3NGA00544	the up button
F3NGA00545	Steel
F3NGA00546	Eyebrows thick/thin
F3NGA00547	September
F3NGA00548	Change View
F3NGA00550	Champagne
F3NGA00551	Delete this game?
F3NGA00552	Display
F3NGA00553	CHOOSE ITEM TO REPAIR WITH
F3NGA00554	Harvest's End
F3NGA00555	Times Addicted
F3NGA00557	WELCOME TO LEVEL [%]
F3NGA00558	Please wait
F3NGA00559	Mines Disarmed
F3NGA00561	does not have any money to place a bet.
F3NGA00562	while system
F3NGA00563	Continue Running Executable?
F3NGA00564	Speech Successes
F3NGA00565	Strafe Right
F3NGA00566	New Game
F3NGA00567	You cannot sleep while being irradiated.
F3NGA00569	is accessed.
F3NGA00570	Pockets Picked
F3NGA00571	Bobby Pins
F3NGA00572	Pants Exploded
F3NGA00573	Start a New Game?
F3NGA00575	Locked
F3NGA00576	Shadow Fade
F3NGA00577	Master
F3NGA00578	Customize
F3NGA00579	Books Read
F3NGA00580	True Mortal
F3NGA00581	Punch
F3NGA00582	Search
F3NGA00583	Keep Distance
F3NGA00584	Low
F3NGA00585	Beard circle light/dark
F3NGA00586	Health From Stimpaks
F3NGA00588	CHOOSE 1 PERK
F3NGA00589	People don't know enough about you to form an opinion.
F3NGA00590	January
F3NGA00591	Weapons Created
F3NGA00593	Health From Food
F3NGA00594	Action Mapping
F3NGA00595	You must close your current game to change resolutions.
F3NGA00596	Water Consumed
F3NGA00597	Right
F3NGA00598	The Autosave content is damaged. Do you want to overwrite it?
F3NGA00599	High/Low
F3NGA00600	Y-Sensitivity
F3NGA00601	Up/Down (inner)
F3NGA00602	[NO SAVES FOUND]
F3NGA00603	Up/Down (outer)
F3NGA00604	Low/High
F3NGA00605	Reset
F3NGA00606	New Save
F3NGA00607	Limbs
F3NGA00608	Shallow/Pronounced
F3NGA00609	Do you want to move your marker or remove it?
F3NGA00610	Thin/Wide
F3NGA00611	Infamy Reduced
F3NGA00612	Win/Loss:
F3NGA00613	Split
F3NGA00614	Concave/Convex
F3NGA00615	Round/Gaunt
F3NGA00616	General(Face)
F3NGA00617	Your attack has no effect.
F3NGA00618	ft
F3NGA00619	Forward/Backward
F3NGA00620	Eyebrows outer light/dark
F3NGA00622	Shunned
F3NGA00623	Switch Weapon
F3NGA00624	RECIPES
F3NGA00625	Lockout in
F3NGA00626	DEFAULT MESSAGE TEXT
F3NGA00627	Unable to remove the worn item.
F3NGA00628	progress.
F3NGA00629	Block
F3NGA00631	This save relies on content that is no longer present. Some objects may no longer be available. Continue Loading?
F3NGA00632	PLEASE CONTACT AN ADMINISTRATOR
F3NGA00633	Your Skill level is too low
F3NGA00634	Hair
F3NGA00635	Show Active Quest Notes
F3NGA00636	DAM
F3NGA00638	Audio File
F3NGA00639	Bolt
F3NGA00640	Actor Effect
F3NGA00641	Biggest Ante Pot Won:
F3NGA00642	Credits
F3NGA00643	New
F3NGA00644	Previous
F3NGA00645	Small
F3NGA00646	Melee - One Hand
F3NGA00647	Total Bet:
F3NGA00648	Switch Hands
F3NGA00649	STATS
F3NGA00650	Fog
F3NGA00651	Sun's Rest
F3NGA00652	Are you sure you want to overwrite this save game?
F3NGA00653	Place Bet
F3NGA00654	You cannot unequip this item.
F3NGA00655	COMPLETED: [%]
F3NGA00657	Ability
F3NGA00658	Crosshair
F3NGA00659	Folks still think you're some kind of hero, but you sure can be nasty sometimes.
F3NGA00660	Mouth lips puckered/retracted
F3NGA00661	Completed Quest Detail
F3NGA00662	Mutant Menace
F3NGA00663	Grenade
F3NGA00664	D-패드 Left
F3NGA00665	the down button
F3NGA00666	The dealer is taking a minute to swap out the decks as an anti-cheating measure.
F3NGA00667	Med skill
F3NGA00668	Item Fade
F3NGA00669	Lips
F3NGA00671	Sandman Kills
F3NGA00672	Cost: [%] caps
F3NGA00673	Nose shades
F3NGA00674	Paralyzing Punches
F3NGA00675	[%] is being drained
F3NGA00676	Area
F3NGA00677	Deal
F3NGA00678	Robots Disabled
F3NGA00679	Brow Ridge high/low
F3NGA00680	You cannot sleep in an owned bed.
F3NGA00681	Your wild, seemingly capricious behavior leaves people scratching their heads in confusion and avoiding close contact.
F3NGA00682	[%] Infamy Gained!
F3NGA00683	Times Slept
F3NGA00684	The item does not have enough charge.
F3NGA00685	Do you want to poison the
F3NGA00686	Conjuration
F3NGA00687	Corpses Eaten
F3NGA00688	Mysterious Stranger Visits
F3NGA00689	Decrease Bet
F3NGA00690	Forehead tilt forward/back
F3NGA00691	Doctor Bags Used
F3NGA00692	Eat
F3NGA00693	You can't fast travel while jumping or falling.
F3NGA00694	New content has been added. You will need to restart to use this content. All unsaved progress will be lost.
F3NGA00695	Face round/gaunt
F3NGA00696	Challenges Completed
F3NGA00697	Strafe Left
F3NGA00698	Nose sellion shallow/deep
F3NGA00699	Miss Fortunate Occurrences
F3NGA00700	Tree LOD Fade
F3NGA00701	Dialog Subtitles
F3NGA00702	Player View
F3NGA00703	Load
F3NGA00704	Broad/Recessed
F3NGA00705	Mouth happy/sad
F3NGA00706	Disintegrations
F3NGA00707	Pad .
F3NGA00708	You cannot repair items while in combat.
F3NGA00709	Retracted/Jutting
F3NGA00710	Length
F3NGA00711	Now that folks know you're bad, most people outright hate you.
F3NGA00712	You have discovered [%]
F3NGA00714	Repair Services
F3NGA00715	Shallow/Deep
F3NGA00716	You've been caught pickpocketing.
F3NGA00717	Quickloading...
F3NGA00718	Small/Large
F3NGA00719	Tall/Short
F3NGA00721	Wide/Thin
F3NGA00722	Next
F3NGA00723	Wednesday
F3NGA00724	Spin
F3NGA00725	Down/Up
F3NGA00727	You have signed out of your profile and will now be returned to the title screen.
F3NGA00728	Are you sure you want to load this game? All unsaved progress will be lost.
F3NGA00729	Choose
F3NGA00731	Lockpick Skill
F3NGA00732	Tilt in/out
F3NGA00733	Tone
F3NGA00735	Some of your downloadable content is corrupt and could not be loaded.
F3NGA00736	Back Up
F3NGA00737	Together/Apart
F3NGA00738	Enter a name for the [%]
F3NGA00739	NAME
F3NGA00740	you are trying to create.
F3NGA00741	Selected storage device has insufficient[CRLF]space to save progress. Autosave will[CRLF]be disabled. Continue Loading?
F3NGA00742	Effects
F3NGA00743	General
F3NGA00744	Leave It
F3NGA00745	Discard Card
F3NGA00746	Show All Notes
F3NGA00747	Magic School
F3NGA00749	Autosaving...
F3NGA00750	Nose nostrils small/large
F3NGA00751	Save
F3NGA00752	You cannot hotkey that item.
F3NGA00754	Nose flat/pointed
F3NGA00756	Spring
F3NGA00757	Children cannot use that.
F3NGA00758	X damage!
F3NGA00759	Tag [%] Skill
F3NGA00760	Tag [%] Skills
F3NGA00761	Pad Enter
F3NGA00762	got away with stealing
F3NGA00763	Race Description
F3NGA00764	Your Hunger level has decreased
F3NGA00765	You have not signed in to a Gamer Profile. You will need to sign in to a Gamer Profile and then select a storage device before you can save. Until then, Autosave is disabled.
F3NGA00766	You cannot equip this item right now.
F3NGA00767	Mouth protruding/retracted
F3NGA00768	Lipstick dark red/light blue
F3NGA00769	Cheeks
F3NGA00770	You cannot proceed in that direction. Please turn back.
F3NGA00771	Earnings:
F3NGA00772	You have become addicted to [%].
F3NGA00773	You cannot wait in this location.
F3NGA00774	Stop Audio
F3NGA00776	[%] Fame Reduced
F3NGA00777	Challenge Progress
F3NGA00778	Have Limbs Crippled
F3NGA00779	Gameplay
F3NGA00780	pt
F3NGA00781	Speech Failures
F3NGA00782	[NEW SAVE]
F3NGA00783	Items Crafted
F3NGA00785	Mouse Sensitivity
F3NGA00786	Jaw-Neck slope high/low
F3NGA00787	Chin forward/backward
F3NGA00789	Weapon Modifications
F3NGA00790	Brew
F3NGA00791	Items Repaired
F3NGA00792	Skills
F3NGA00793	character
F3NGA00794	Total Things Killed
F3NGA00795	You cannot place items in a container while pickpocketing.
F3NGA00796	You cannot read a book during combat!
F3NGA00797	Even
F3NGA00798	General Subtitles
F3NGA00801	Dismembered Limbs
F3NGA00802	HUD Color
F3NGA00803	Caravan Games Won
F3NGA00804	Play Caravan
F3NGA00805	Hair Style
F3NGA00806	Mouth underbite/overbite
F3NGA00807	Jaw retracted/jutting
F3NGA00808	[SUCCESS]
F3NGA00809	Caravan Games Lost
F3NGA00810	Expert
F3NGA00811	Directional Button Left/Right
F3NGA00813	You have not discovered this location yet.
F3NGA00814	You don't have enough ammo.
F3NGA00815	Brow-Nose-Chin
F3NGA00816	Barter Amount Traded
F3NGA00817	Directional Button Up/Down
F3NGA00818	Ammo Swap
F3NGA00819	You must exit and restart Fallout: New Vegas for the new resolution to take effect.
F3NGA00820	Quit
F3NGA00821	Forehead-Nose
F3NGA00822	Ride
F3NGA00823	If you quit now, you will forfeit the money wagered. Are you sure you wish to forfeit this match?
F3NGA00824	Heavy/Light
F3NGA00825	Lesser Power
F3NGA00826	Repair Skill
F3NGA00827	You do not have funds to play Caravan.
F3NGA00828	Mouse1
F3NGA00829	The selected storage device does not have sufficient space available. Please select another storage device or delete some of your existing saved content.
F3NGA00831	Exact match!
F3NGA00832	SELL
F3NGA00833	//Med-X
F3NGA00834	Tilt Forward/Back
F3NGA00837	Rifle
F3NGA00838	Enter Code
F3NGA00839	Chin
F3NGA00840	Accepted
F3NGA00841	Stand
F3NGA00842	Kill Challenges
F3NGA00843	Toggle Weapon Drawn
F3NGA00844	[%] Fame Gained!
F3NGA00845	the Right Stick Left / Right
F3NGA00846	Net Total:
F3NGA00847	the Right Stick Up / Down
F3NGA00848	Select
F3NGA00849	Pad =
F3NGA00850	L-Alt
F3NGA00851	Place Card
F3NGA00852	Face heavy/light
F3NGA00854	effect resisted
F3NGA00855	Ante Pot:
F3NGA00856	Lock Level
F3NGA00857	Mod
F3NGA00858	Done
F3NGA00859	the Left Stick Left / Right
F3NGA00860	the Left Stick Left
F3NGA00861	Grab
F3NGA00862	Load this game?
F3NGA00864	the Left Stick Up / Down
F3NGA00865	Add
F3NGA00866	Face forehead/sellion/nose ratio
F3NGA00867	You've gained Karma!
F3NGA00868	pts
F3NGA00869	April
F3NGA00870	Your right leg is now crippled.
F3NGA00871	Use Melee
F3NGA00872	Exit Game
F3NGA00873	This object is already in use by someone else.
F3NGA00876	Make Active Quest
F3NGA00877	Tuesday
F3NGA00878	Condition
F3NGA00879	Make these your default settings?
F3NGA00880	Your nuetralization of Super Mutants is legendary and provides a bonus to attacks against them.
F3NGA00882	Known Effects
F3NGA00884	Roulette Games Played
F3NGA00885	Melee - Hand to Hand
F3NGA00886	Web ->
F3NGA00887	Total Funds:
F3NGA00888	You cannot sleep while taking health damage.
F3NGA00889	[%] TRAIT LEFT
F3NGA00890	Junk
F3NGA00891	Summer
F3NGA00892	Monday
F3NGA00893	Blackjack Games Played
F3NGA00894	Open Inventory
F3NGA00895	Eyelids pale/red
F3NGA00896	Show Location
F3NGA00897	Slots Games Played
F3NGA00898	What would you like to do with this innocent townsperson?
F3NGA00899	Range
F3NGA00900	There is no storage device selected. Settings will not be saved.
F3NGA00901	Very Good
F3NGA00902	Eyebrows lower light/dark
F3NGA00903	Skin
F3NGA00905	Jump
F3NGA00906	Time Remaining:
F3NGA00907	Unlocked with [%].
F3NGA00908	Chin pronounced/recessed
F3NGA00910	Unlabeled
F3NGA00911	Energy Pistol
F3NGA00913	Remove Bet
F3NGA00914	[FAILED]
F3NGA00915	You don't have any bobbypins.
F3NGA00916	Equip
F3NGA00917	Skill Requirement
F3NGA00919	You are unable to wait here. An alarm is sounding with your name on it.
F3NGA00920	Brow
F3NGA00921	Wortcraft
F3NGA00922	the Right Stick Down
F3NGA00923	Current Bet:
F3NGA00924	Slope High/Low
F3NGA00925	Gender
F3NGA00926	Heavy
F3NGA00927	A [%] skill of [%] is required to hack this terminal.
F3NGA00928	Your radiation level has decreased
F3NGA00929	Eyes small/large
F3NGA00930	VDSG Plate
F3NGA00931	This object is activated from somewhere else.
F3NGA00932	Your reputation as a good-natured friend of the community manages to outshine your dark side.
F3NGA00934	That button cannot be remapped
F3NGA00936	Drawn/Pursed
F3NGA00937	Happy/Sad
F3NGA00938	Your dehydration level has decreased.
F3NGA00939	Custom
F3NGA00940	First Planting
F3NGA00941	You have reached your training limit for your current level.
F3NGA00942	You cannot wait while under water.
F3NGA00943	Deflated/Inflated
F3NGA00944	Shape
F3NGA00946	L-Ctrl
F3NGA00947	Joystick
F3NGA00948	Good
F3NGA00949	View Distance
F3NGA00951	Large/Small
F3NGA00954	Puckered/Retracted
F3NGA00955	Use
F3NGA00958	North Wind's Prayer
F3NGA00959	Accept
F3NGA00960	Payout List
F3NGA00961	Convex/Concave
F3NGA00962	This save game relies on downloadable content that is no longer available. Some objects may be no longer available. Continue loading?
F3NGA00963	Tilt Up/Down
F3NGA00964	Bleached
F3NGA00966	Pistol
F3NGA00967	Opened the container with a key.
F3NGA00968	Power armor training is required to equip this item.
F3NGA00969	FOD
F3NGA00973	South Wind's Prayer
F3NGA00975	You cannot wait while trespassing.
F3NGA00976	B:
F3NGA00977	Chocolate
F3NGA00978	[DETECTED]
F3NGA00982	You cannot fast travel when enemies are nearby.
F3NGA00983	No valid save game found.
F3NGA00984	Platinum
F3NGA00985	Forehead
F3NGA00986	Eyes
F3NGA00987	Cornsilk
F3NGA00989	Active Quest
F3NGA00991	Level Progress
F3NGA00992	AUTO
F3NGA00993	Suede
F3NGA00996	Button
F3NGA00997	Pecan
F3NGA00999	Pad +
F3NGA01000	Auburn
F3NGA01001	the right button
F3NGA01002	hour
F3NGA01004	Unequip
F3NGA01007	Hotkey 1
F3NGA01009	Save On Rest
F3NGA01010	Honey
F3NGA01011	-Server 10-
F3NGA01013	Grifter
F3NGA01014	Hotkey 3
F3NGA01015	You cannot fast travel while guards are pursuing you.
F3NGA01016	Continue
F3NGA01017	The creature is calmed and cannot respond.
F3NGA01018	Outlaw
F3NGA01019	Hotkey 4
F3NGA01020	Opportunist
F3NGA01021	R-Shift
F3NGA01022	Hotkey 5
F3NGA01023	Footstep
F3NGA01024	Preset:
F3NGA01025	Beard flushed/pale
F3NGA01026	Plunderer
F3NGA01027	Hotkey 6
F3NGA01028	ROBCO INDUSTRIES (TM) TERMLINK PROTOCOL
F3NGA01029	You don't have enough Magicka
F3NGA01030	Fat Cat
F3NGA01031	Hotkey 7
F3NGA01032	Cauterizing tool
F3NGA01033	You already have that kind of Bound Item
F3NGA01034	Marauder
F3NGA01035	Hotkey 8
F3NGA01036	Press Any Button to Continue
F3NGA01037	Enable Help
F3NGA01038	Pirate of the Wastes
F3NGA01039	Handle Weapon
F3NGA01040	Left
F3NGA01042	Give away
F3NGA01043	Betrayer
F3NGA01044	Melee - Thrown
F3NGA01045	Stay Close
F3NGA01046	Randomize
F3NGA01047	Chin wide/thin
F3NGA01048	her
F3NGA01049	Desert Terror
F3NGA01050	Stomp
F3NGA01051	RAD RESIST
F3NGA01052	Eyes together/apart
F3NGA01053	Actor Fade
F3NGA01055	Damage
F3NGA01056	The Xbox 360 Controller has been disconnected. Click OK to use the Keyboard/Mouse, or reconnect the Xbox 360 Controller and press the A Button.
F3NGA01057	Be Aggressive
F3NGA01058	L-Shift
F3NGA01060	360 Controller
F3NGA01061	Nose bridge shallow/deep
F3NGA01062	Underbite/Overbite
F3NGA01063	Facial Hair
F3NGA01064	Forehead tall/short
F3NGA01066	Your armor condition is dangerously low.
F3NGA01067	Overwrite this game?
F3NGA01068	Mouth-Chin Dist.
F3NGA01069	Your left arm is now crippled.
F3NGA01070	Day
F3NGA01071	Bridge Depth
F3NGA01073	Mouse2
F3NGA01074	There was an error accessing the device. Please try again.
F3NGA01075	Your heavy armor is causing you to sink.
F3NGA01076	Bridge Length
F3NGA01077	his
F3NGA01078	No one's sure what to make of your unpredictable nature, but you've left a strong impression.
F3NGA01079	Fall
F3NGA01080	Allowance
F3NGA01081	Good Natured Rascal
F3NGA01082	March
F3NGA01084	Flat/Pointed
F3NGA01085	replenished.
F3NGA01087	Defaults
F3NGA01088	Nostril Tilt
F3NGA01089	chip
F3NGA01091	Nostril Size
F3NGA01092	CND
F3NGA01093	You must first equip a weapon that can be poisoned.
F3NGA01094	Nostrils Wide/Thin
F3NGA01095	VDSG MANUAL
F3NGA01096	You need a lockpick skill of [%] to pick this lock.
F3NGA01097	Nose sellion lower shallow/deep
F3NGA01098	Mouth tilt up/down
